0, 1503, 4988.000000,1.911601 
1, 1503, 4988.000000,1.911601 
6, 1503, 4989.000000,1.911986 
6, 1504, 5075.000000,1.944944 
9, 1503, 4989.000000,1.911986 
10, 1503, 4990.000000,1.912369 
11, 1503, 4990.000000,1.912369 
11, 1503, 4990.000000,1.912369 
13, 1503, 4990.000000,1.912369 
13, 1503, 4990.000000,1.912369 
13, 1503, 4990.000000,1.912369 
13, 1503, 4990.000000,1.912369 
13, 1503, 4990.000000,1.912369 
13, 1503, 4990.000000,1.912369 
22, 1503, 4989.000000,1.911986 
22, 1503, 4990.000000,1.912369 
22, 1503, 4990.000000,1.912369 
22, 1503, 4991.000000,1.912750 
22, 1503, 4992.000000,1.913134 
22, 1503, 4989.000000,1.911986 
22, 1503, 4992.000000,1.913134 
23, 1503, 4989.000000,1.911986 
23, 1503, 4988.000000,1.911601 
23, 1503, 4988.000000,1.911601 
23, 1503, 4989.000000,1.911986 
23, 1503, 4989.000000,1.911986 
23, 1503, 4989.000000,1.911986 
23, 1503, 4989.000000,1.911986 
23, 1504, 5074.000000,1.944562 
23, 1506, 5299.000000,2.030790 
23, 1507, 5414.000000,2.074862 
23, 1507, 5414.000000,2.074862 
23, 1507, 5414.000000,2.074862 
23, 1507, 5414.000000,2.074862 
23, 1507, 5414.000000,2.074862 
23, 1507, 5414.000000,2.074862 
24, 1503, 4988.000000,1.911601 
30, 1503, 4988.000000,1.911601 
38, 1503, 4987.000000,1.911219 
38, 1503, 4987.000000,1.911219 
38, 1503, 4987.000000,1.911219 
38, 1507, 5412.000000,2.074096 
38, 1507, 5412.000000,2.074096 
38, 1507, 5412.000000,2.074096 
55, 1503, 4987.000000,1.911219 
57, 1503, 4988.000000,1.911601 
57, 1503, 4988.000000,1.911601 
57, 1506, 5299.000000,2.030790 
105, 1503, 4987.000000,1.911219 
106, 1503, 4988.000000,1.911601 
120, 1503, 4989.000000,1.911986 
120, 1503, 4988.000000,1.911601 
133, 1503, 4987.000000,1.911219 
133, 1503, 4987.000000,1.911219 
133, 1503, 4987.000000,1.911219 
133, 1503, 4986.000000,1.910835 
133, 1503, 4987.000000,1.911219 
133, 1503, 4987.000000,1.911219 
133, 1503, 4987.000000,1.911219 
136, 1503, 4986.000000,1.910835 
145, 1503, 4987.000000,1.911219 
145, 1503, 4987.000000,1.911219 
145, 1503, 4987.000000,1.911219 
145, 1503, 4987.000000,1.911219 
149, 1503, 4986.000000,1.910835 
149, 1503, 4986.000000,1.910835 
153, 1503, 4987.000000,1.911219 
155, 1503, 4985.000000,1.910453 
155, 1503, 4985.000000,1.910453 
155, 1503, 4985.000000,1.910453 
155, 1506, 5296.000000,2.029640 
159, 1503, 4985.000000,1.910453 
214, 1503, 4984.000000,1.910069 
214, 1503, 4984.000000,1.910069 
219, 1503, 4984.000000,1.910069 
