100100,1503,0005000,0000290,0000294,0005113
100100,1503,0005000,0000289,0000290,0005113
100100,1503,0005000,0000289,0000290,0005113
100100,1503,0005000,0000289,0000290,0005113
100100,1503,0005000,0000289,0000290,0005113
100100,1503,0005000,0000289,0000290,0005113
100100,1503,0005000,0000289,0000290,0005113
100100,1503,0005000,0000289,0000290,0005113
100100,1503,0005000,0000289,0000290,0005113
100101,1503,0005000,0000288,0000290,0005112
100101,1503,0005000,0000288,0000290,0005112
100101,1503,0005000,0000289,0000290,0005112
100101,1503,0005000,0000289,0000290,0005112
100101,1503,0005000,0000289,0000290,0005112
100101,1503,0005000,0000289,0000290,0005112
100101,1503,0005000,0000289,0000293,0005112
100104,1503,0005000,0000288,0000290,0005112
100113,1503,0006000,0000022,0000023,0005108
100122,1503,0005000,0000287,0000290,0005114
100122,1503,0005000,0000288,0000290,0005114
100124,1503,0005000,0000289,0000290,0005112
100124,1503,0005000,0000289,0000290,0005112
100124,1503,0005000,0000288,0000290,0005112
100124,1503,0005000,0000289,0000290,0005112
100124,1503,0005000,0000289,0000290,0005112
100125,1503,0005000,0000289,0000290,0005113
100126,1503,0005000,0000289,0000290,0005114
100127,1503,0005000,0000289,0000290,0005112
100153,1506,0006900,0000099,0000106,0005423
100308,1503,0005800,0000037,0000039,0005102
100308,1503,0005800,0000037,0000039,0005102
100309,1503,0005900,0000028,0000029,0005100
100309,1504,0008000,0000008,0000009,0005185
100331,1503,0005100,0000228,0000231,0005102
100333,1504,0006750,0000035,0000037,0005186
100340,1503,0004900,0000335,0000343,0005092
100340,1503,0005000,0000280,0000285,0005092
100340,1503,0005050,0000253,0000257,0005092
100340,1503,0005550,0000073,0000075,0005092
100340,1503,0005600,0000061,0000065,0005092
100340,1503,0005800,0000036,0000038,0005092
100340,1503,0005800,0000036,0000038,0005092
100340,1503,0005800,0000035,0000038,0005092
100340,1503,0006250,0000010,0000012,0005092
100351,1503,0006500,0000006,0000007,0005091
100351,1503,0006500,0000006,0000007,0005091
100408,1503,0005200,0000176,0000177,0005091
100415,1503,0005000,0000274,0000275,0005089
100500,1503,0005200,0000175,0000178,0005088
100511,1503,0005550,0000071,0000073,0005091
100540,1503,0006400,0000007,0000008,0005091
100554,1504,0006900,0000028,0000030,0005173
100606,1503,0005200,0000175,0000177,0005084
100610,1503,0005200,0000174,0000178,0005088
100619,1503,0006600,0000005,0000006,0005085
100619,1503,0006600,0000005,0000006,0005085
100619,1503,0006600,0000005,0000006,0005085
100630,1503,0006600,0000005,0000006,0005086
100631,1503,0005700,0000046,0000047,0005090
100631,1503,0005700,0000046,0000047,0005090
100632,1503,0005700,0000046,0000047,0005092
100633,1503,0005700,0000046,0000048,0005092
100633,1503,0005700,0000046,0000048,0005092
100745,1503,0004900,0000339,0000341,0005097
100746,1503,0005500,0000082,0000085,0005097
100901,1503,0007000,0000002,0000003,0005098
100903,1504,0006600,0000043,0000045,0005186
100903,1504,0006600,0000043,0000044,0005186
100934,1503,0005300,0000141,0000144,0005101
101024,1503,0005100,0000224,0000228,0005093
101027,1503,0005050,0000249,0000253,0005092
101052,1503,0005300,0000140,0000143,0005098
101104,1503,0005500,0000083,0000086,0005102
101247,1503,0005100,0000222,0000225,0005088
101250,1503,0005150,0000198,0000201,0005085
101250,1503,0005350,0000121,0000123,0005085
101250,1503,0005450,0000092,0000094,0005085
101302,1503,0006150,0000012,0000013,0005087
101347,1503,0005500,0000081,0000084,0005091
101458,1503,0006000,0000019,0000020,0005089
101537,1503,0006500,0000006,0000007,0005091
101537,1503,0006500,0000006,0000007,0005091
101537,1503,0006500,0000006,0000007,0005091
101537,1503,0006500,0000006,0000007,0005091
101537,1503,0006500,0000006,0000007,0005091
101537,1503,0006500,0000006,0000007,0005091
101537,1503,0006500,0000006,0000007,0005091
101537,1503,0006500,0000006,0000007,0005091
101537,1503,0006500,0000006,0000007,0005091
101608,1503,0006500,0000006,0000007,0005097
101608,1503,0006500,0000006,0000007,0005097
101608,1503,0006500,0000006,0000007,0005097
101612,1503,0006500,0000006,0000007,0005096
101612,1503,0006500,0000006,0000007,0005096
101612,1503,0006500,0000006,0000007,0005096
101612,1503,0006500,0000006,0000007,0005096
101612,1503,0006500,0000006,0000007,0005096
101612,1503,0006500,0000007,0000008,0005096
101612,1503,0006500,0000007,0000008,0005096
101612,1503,0006500,0000007,0000008,0005096
101612,1503,0006500,0000007,0000008,0005096
101612,1503,0006500,0000007,0000008,0005096
101612,1503,0006500,0000007,0000008,0005096
101612,1503,0006500,0000007,0000008,0005096
101612,1503,0006500,0000007,0000008,0005096
101612,1503,0006500,0000007,0000008,0005096
101612,1503,0006500,0000007,0000008,0005096
101612,1503,0006500,0000007,0000008,0005096
101612,1503,0006500,0000007,0000008,0005096
101615,1503,0006500,0000007,0000008,0005096
101717,1503,0006300,0000009,0000010,0005105
101717,1503,0006300,0000009,0000010,0005105
101744,1503,0005100,0000230,0000233,0005104
101814,1503,0006150,0000014,0000015,0005100
101814,1503,0008450,0000001,0000002,0005100
101816,1503,0006150,0000013,0000015,0005099
101824,1503,0006000,0000020,0000021,0005098
101824,1503,0006000,0000020,0000021,0005098
101824,1503,0006000,0000020,0000021,0005098
101824,1503,0006000,0000020,0000021,0005098
101824,1503,0006000,0000020,0000021,0005098
101824,1503,0006000,0000020,0000021,0005098
101824,1503,0006000,0000020,0000021,0005098
101824,1503,0006000,0000020,0000021,0005098
101829,1503,0006000,0000020,0000021,0005101
101906,1503,0006000,0000020,0000021,0005101
101915,1503,0005100,0000230,0000235,0005106
101943,1506,0007500,0000051,0000057,0005418
102002,1503,0006500,0000006,0000007,0005104
102010,1503,0006500,0000006,0000007,0005107
102010,1503,0006500,0000006,0000007,0005107
102010,1503,0006500,0000006,0000007,0005107
102019,1503,0006500,0000006,0000007,0005107
102019,1504,0006500,0000051,0000053,0005195
102026,1503,0006500,0000006,0000007,0005107
102036,1503,0007000,0000002,0000003,0005101
102037,1503,0005350,0000126,0000128,0005102
102037,1503,0005450,0000097,0000099,0005102
102039,1503,0005400,0000110,0000112,0005100
102039,1503,0005550,0000073,0000076,0005100
102042,1503,0005700,0000048,0000050,0005104
102044,1503,0006000,0000021,0000022,0005106
102044,1503,0006000,0000021,0000023,0005106
102135,1503,0006300,0000009,0000010,0005109
102135,1503,0006300,0000009,0000010,0005109
102208,1503,0005900,0000029,0000030,0005102
102212,1503,0008450,0000001,0000001,0005099
102231,1503,0005200,0000182,0000185,0005104
102257,1503,0005900,0000028,0000029,0005106
102310,1503,0004900,0000349,0000353,0005111
102354,1503,0005700,0000049,0000050,0005110
102405,1503,0005500,0000087,0000088,0005112
102418,1503,0006400,0000007,0000008,0005117
102418,1503,0006400,0000007,0000008,0005117
102426,1503,0005500,0000089,0000092,0005122
102426,1503,0005500,0000089,0000092,0005122
102426,1503,0005500,0000089,0000092,0005122
102426,1503,0006100,0000016,0000018,0005122
102426,1503,0006100,0000016,0000018,0005122
102430,1504,0006450,0000058,0000059,0005208
102441,1503,0005000,0000296,0000298,0005118
102443,1503,0005300,0000147,0000150,0005115
102443,1503,0005300,0000147,0000150,0005115
102637,1503,0004850,0000385,0000390,0005113
102709,1503,0004850,0000388,0000392,0005112
102719,1503,0005750,0000043,0000045,0005111
102731,1503,0005600,0000066,0000069,0005113
102731,1503,0005600,0000066,0000069,0005113
102731,1503,0005600,0000068,0000069,0005113
102731,1503,0005600,0000066,0000069,0005113
102731,1503,0005600,0000068,0000069,0005113
102733,1503,0005400,0000112,0000115,0005104
102733,1506,0005400,0000525,0000536,0005421
102735,1503,0005100,0000231,0000235,0005105
102744,1503,0005200,0000185,0000189,0005108
102744,1503,0005300,0000145,0000148,0005108
102814,1503,0005600,0000066,0000067,0005103
102814,1503,0005600,0000064,0000067,0005103
102814,1503,0005600,0000066,0000067,0005103
102814,1504,0006500,0000052,0000053,0005190
102821,1503,0005100,0000230,0000234,0005103
102928,1503,0004900,0000348,0000356,0005107
102950,1503,0005550,0000075,0000077,0005107
102950,1503,0005550,0000075,0000077,0005107
102950,1503,0005550,0000075,0000078,0005107
102950,1503,0005550,0000075,0000078,0005107
102950,1503,0005550,0000076,0000078,0005107
103007,1503,0004850,0000378,0000391,0005105
103016,1503,0005500,0000087,0000088,0005103
103017,1503,0005500,0000087,0000088,0005104
103017,1503,0005500,0000087,0000089,0005104
103024,1504,0006500,0000052,0000053,0005188
103025,1503,0005500,0000087,0000088,0005101
103025,1503,0005500,0000087,0000088,0005101
103028,1503,0005500,0000085,0000088,0005100
103028,1503,0005500,0000087,0000088,0005100
103028,1503,0005500,0000087,0000088,0005100
103028,1503,0005500,0000087,0000088,0005100
103028,1503,0005500,0000087,0000088,0005100
103028,1503,0005500,0000087,0000088,0005100
103028,1503,0005500,0000087,0000088,0005100
103028,1503,0005500,0000087,0000088,0005100
103028,1503,0005500,0000087,0000088,0005100
103030,1503,0006500,0000006,0000007,0005100
103030,1503,0006500,0000005,0000006,0005100
103030,1503,0006500,0000005,0000006,0005100
103030,1503,0006500,0000005,0000006,0005100
103030,1503,0006500,0000005,0000006,0005100
