100006,1503,0004300,0000027,0000029,0005109
100041,1503,0004000,0000011,0000012,0005111
100041,1503,0004000,0000011,0000012,0005111
100049,1503,0004000,0000011,0000012,0005113
100101,1503,0004300,0000027,0000028,0005112
100113,1504,0004200,0000072,0000074,0005193
100113,1504,0005600,0000609,0000620,0005193
100141,1503,0005050,0000199,0000202,0005111
100141,1503,0005050,0000201,0000202,0005111
100141,1503,0005050,0000201,0000202,0005111
100218,1503,0004900,0000141,0000144,0005106
100218,1503,0005000,0000179,0000181,0005106
100308,1503,0005200,0000278,0000280,0005102
100309,1503,0004300,0000027,0000028,0005100
100309,1503,0004300,0000027,0000028,0005100
100309,1503,0004500,0000050,0000051,0005100
100309,1503,0004500,0000050,0000051,0005100
100328,1503,0004500,0000049,0000050,0005100
100333,1503,0004500,0000049,0000050,0005100
100340,1503,0004050,0000012,0000013,0005092
100340,1503,0004050,0000012,0000013,0005092
100340,1503,0004500,0000050,0000051,0005092
100340,1503,0004750,0000098,0000100,0005092
100340,1503,0004750,0000098,0000100,0005092
100340,1503,0004750,0000098,0000100,0005092
100340,1503,0004750,0000098,0000100,0005092
100340,1503,0004750,0000098,0000100,0005092
100340,1503,0004750,0000098,0000100,0005092
100340,1503,0004750,0000098,0000100,0005092
100340,1503,0004750,0000098,0000100,0005092
100340,1503,0004750,0000098,0000100,0005092
100340,1503,0004750,0000098,0000100,0005092
100340,1503,0004750,0000098,0000100,0005092
100340,1503,0004750,0000098,0000100,0005092
100340,1503,0004750,0000098,0000100,0005092
100340,1503,0004750,0000098,0000100,0005092
100340,1503,0004750,0000098,0000100,0005092
100340,1503,0004750,0000098,0000100,0005092
100340,1503,0004750,0000098,0000100,0005092
100340,1503,0004750,0000097,0000100,0005092
100340,1503,0004750,0000097,0000100,0005092
100340,1503,0004750,0000097,0000100,0005092
100340,1503,0004750,0000097,0000100,0005092
100340,1503,0004750,0000097,0000100,0005092
100340,1503,0004750,0000097,0000100,0005092
100340,1503,0004750,0000097,0000100,0005092
100340,1503,0004750,0000097,0000100,0005092
100340,1503,0004750,0000097,0000100,0005092
100340,1503,0004750,0000097,0000100,0005092
100340,1503,0004750,0000097,0000100,0005092
100340,1503,0004750,0000097,0000100,0005092
100340,1503,0004750,0000097,0000100,0005092
100340,1503,0004750,0000097,0000100,0005092
100340,1503,0004750,0000097,0000100,0005092
100340,1503,0004750,0000097,0000100,0005092
100340,1503,0004750,0000097,0000100,0005092
100340,1503,0004750,0000097,0000100,0005092
100340,1503,0004750,0000097,0000100,0005092
100340,1503,0004750,0000098,0000100,0005092
100340,1503,0004750,0000098,0000100,0005092
100340,1503,0004750,0000098,0000100,0005092
100340,1503,0004750,0000098,0000100,0005092
100340,1503,0004750,0000098,0000100,0005092
100340,1503,0004750,0000098,0000100,0005092
100340,1503,0004750,0000098,0000100,0005092
100340,1503,0004750,0000098,0000100,0005092
100340,1503,0004750,0000098,0000100,0005092
100340,1503,0004750,0000098,0000100,0005092
100340,1503,0004750,0000098,0000100,0005092
100340,1503,0004750,0000098,0000100,0005092
100340,1503,0004750,0000098,0000100,0005092
100340,1503,0004750,0000098,0000100,0005092
100340,1503,0004750,0000098,0000100,0005092
100340,1503,0004750,0000098,0000100,0005092
100340,1503,0004750,0000098,0000100,0005092
100340,1503,0004750,0000098,0000100,0005092
100340,1503,0004800,0000111,0000115,0005092
100340,1503,0004900,0000143,0000146,0005092
100340,1503,0005000,0000183,0000189,0005092
100340,1504,0004000,0000049,0000051,0005179
100340,1505,0004150,0000099,0000105,0005293
100341,1503,0004750,0000097,0000100,0005092
100341,1503,0004750,0000099,0000102,0005092
100341,1503,0004750,0000097,0000102,0005092
100341,1503,0004750,0000097,0000102,0005092
100345,1503,0004450,0000044,0000045,0005093
100358,1503,0005250,0000311,0000321,0005091
100407,1503,0004550,0000058,0000060,0005090
100410,1503,0005200,0000285,0000287,0005088
100410,1503,0005200,0000285,0000287,0005088
100410,1503,0005200,0000285,0000287,0005088
100413,1503,0004300,0000029,0000030,0005089
100420,1503,0004300,0000028,0000030,0005089
100424,1503,0004550,0000059,0000061,0005089
100430,1503,0004900,0000147,0000148,0005092
100457,1503,0004750,0000100,0000102,0005092
100458,1503,0004300,0000028,0000029,0005091
100458,1503,0004700,0000087,0000090,0005091
100500,1503,0005200,0000286,0000290,0005088
100500,1506,0004700,0000236,0000240,0005405
100502,1503,0004900,0000147,0000150,0005087
100509,1503,0004300,0000028,0000030,0005089
100514,1503,0005100,0000230,0000234,0005092
100525,1503,0004300,0000028,0000030,0005090
100525,1503,0004700,0000088,0000090,0005090
100525,1503,0004700,0000088,0000090,0005090
100529,1503,0004300,0000028,0000029,0005091
100529,1503,0004300,0000027,0000029,0005091
100529,1503,0004300,0000027,0000029,0005091
100529,1503,0004300,0000027,0000029,0005091
100529,1503,0004700,0000088,0000090,0005091
100529,1503,0004700,0000088,0000090,0005091
100529,1503,0004700,0000088,0000090,0005091
100529,1503,0004700,0000088,0000090,0005091
100529,1503,0004700,0000088,0000090,0005091
100530,1503,0004300,0000027,0000029,0005092
100530,1503,0004300,0000027,0000029,0005092
100530,1503,0004700,0000088,0000090,0005092
100530,1503,0004700,0000087,0000090,0005092
100530,1503,0004700,0000087,0000090,0005092
100532,1503,0004300,0000027,0000028,0005091
100532,1503,0004300,0000027,0000028,0005091
100532,1503,0004300,0000027,0000028,0005091
100532,1503,0004300,0000027,0000028,0005091
100532,1503,0004300,0000027,0000028,0005091
100532,1503,0004700,0000089,0000090,0005091
100532,1503,0004700,0000087,0000091,0005091
100532,1503,0004700,0000087,0000091,0005091
