134, 1508, 1, 2400, 17
312, 1508, 1, 3200, 54
1305, 1503, 1, 4500, 66
1321, 1503, 1, 4900, 183
3036, 1504, 1, 4000, 65
3053, 1504, 1, 4000, 65
3102, 1504, 3, 4000, 65
3954, 1504, 2, 4850, 266
4039, 1503, 1, 5000, 230
4110, 1504, 1, 4800, 240
4340, 1504, 1, 3500, 21
4443, 1504, 1, 3500, 21
4632, 1503, 1, 3800, 5
4633, 1503, 1, 3900, 8
5133, 1503, 1, 3650, 6
5149, 1503, 1, 3900, 8
5716, 1503, 1, 4600, 87
10204, 1503, 3, 4850, 165
10321, 1503, 3, 4900, 185
11401, 1503, 1, 4300, 35
11423, 1503, 1, 5000, 225
11554, 1503, 1, 4700, 103
11613, 1503, 1, 4500, 62
11701, 1504, 1, 4300, 99
11724, 1503, 3, 4900, 175
12003, 1504, 2, 3000, 5
12036, 1503, 1, 4000, 13
12740, 1503, 4, 4700, 104
12825, 1503, 1, 4600, 82
12826, 1503, 1, 4500, 62
12913, 1504, 5, 5050, 337
12923, 1504, 5, 5050, 337
13011, 1503, 2, 4600, 79
13049, 1503, 1, 4900, 173
13203, 1503, 1, 4000, 13
15848, 1503, 1, 5000, 220
20443, 1503, 2, 4000, 12
20803, 1504, 1, 5000, 319
20809, 1503, 1, 5300, 406
20901, 1503, 1, 4900, 180
20904, 1503, 1, 4900, 180
20907, 1503, 1, 4900, 180
20921, 1503, 1, 4600, 86
21112, 1503, 1, 4000, 13
21205, 1503, 6, 4900, 185
21205, 1503, 3, 4900, 185
21240, 1503, 1, 4000, 14
21255, 1503, 1, 3950, 10
21311, 1503, 1, 4900, 185
21318, 1503, 1, 4900, 185
21324, 1503, 4, 4900, 185
21326, 1503, 5, 4900, 185
21327, 1503, 1, 4900, 185
21452, 1503, 2, 3900, 8
21609, 1504, 2, 4100, 65
22336, 1503, 10, 4000, 14
22340, 1503, 10, 4000, 14
22341, 1503, 2, 4000, 14
22353, 1503, 1, 4000, 14
23016, 1503, 8, 4800, 135
23106, 1505, 2, 5350, 524
23340, 1505, 1, 4500, 182
23432, 1503, 1, 4200, 24
23436, 1503, 2, 4600, 78
23436, 1503, 1, 4600, 78
23605, 1504, 1, 5100, 350
23617, 1503, 2, 5000, 210
23617, 1503, 2, 5000, 210
