1743, 1504, 6, 8000, 8
10328, 1512, 2, 7500, 150
11359, 1504, 1, 6200, 66
11455, 1503, 10, 5500, 70
11455, 1504, 2, 5000, 420
11455, 1504, 1, 5700, 152
11825, 1503, 1, 5400, 94
12444, 1504, 4, 8000, 9
12518, 1505, 1, 8500, 11
12531, 1503, 8, 5200, 151
12607, 1503, 14, 5200, 151
12825, 1503, 1, 4750, 390
12825, 1503, 15, 5200, 151
12825, 1503, 8, 5200, 151
12826, 1503, 42, 5200, 151
12826, 1503, 13, 5200, 151
12917, 1503, 1, 5200, 152
12917, 1503, 8, 5200, 152
12917, 1503, 4, 5300, 120
12921, 1503, 1, 5200, 152
12922, 1503, 1, 5200, 152
12923, 1503, 1, 5200, 152
12923, 1503, 1, 5200, 152
12924, 1504, 5, 5400, 244
12928, 1503, 54, 5200, 152
12928, 1503, 6, 5200, 152
12928, 1503, 1, 5200, 152
12929, 1503, 16, 5200, 152
12930, 1503, 7, 5200, 152
12930, 1503, 3, 5200, 152
14410, 1504, 3, 8000, 13
14417, 1504, 1, 5000, 420
14513, 1504, 2, 8000, 9
14529, 1503, 44, 5500, 76
14529, 1503, 25, 5500, 76
14529, 1503, 31, 5500, 76
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 14, 5500, 78
14535, 1503, 44, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 3, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14535, 1503, 1, 5500, 78
14536, 1503, 1, 5100, 198
14541, 1503, 51, 5200, 152
14543, 1503, 8, 5200, 152
14543, 1503, 4, 5300, 120
14547, 1503, 1, 5500, 80
14547, 1503, 1, 5500, 80
14547, 1503, 1, 5500, 80
