0, 1503, 4988.000000,1.817349 
1, 1503, 4988.000000,1.817349 
6, 1503, 4989.000000,1.817713 
6, 1504, 5075.000000,1.849046 
9, 1503, 4989.000000,1.817713 
10, 1503, 4990.000000,1.818078 
